pos	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level
17865	GN	Guinea	National	"Suspected cases"	56	41942	Gvt	"Sitrep198 30Oct"	0		
17866	GN	Guinea	Conakry	"Suspected cases"	15	41942	Gvt	"Sitrep198 30Oct"	2	Conakry	ADM1
17867	GN	Guinea	Gueckedou	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	38	Gueckedou	ADM2
17868	GN	Guinea	Macenta	"Suspected cases"	19	41942	Gvt	"Sitrep198 30Oct"	40	Macenta	ADM2
17869	GN	Guinea	Dabola	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	14	Dabola	ADM2
17870	GN	Guinea	Kissidougou	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	17	Kissidougou	ADM2
17871	GN	Guinea	Dinguiraye	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	15	Dinguiraye	ADM2
17872	GN	Guinea	Telimele	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	28	Telimele	ADM2
17873	GN	Guinea	Boffa	"Suspected cases"	2	41942	Gvt	"Sitrep198 30Oct"	9	Boffa	ADM2
17874	GN	Guinea	Kouroussa	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	20	Kouroussa	ADM2
17875	GN	Guinea	Siguiri	"Suspected cases"	2	41942	Gvt	"Sitrep198 30Oct"	22	Siguiri	ADM2
17876	GN	Guinea	Pita	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	36	Pita	ADM2
17877	GN	Guinea	Nzerekore	"Suspected cases"	7	41942	Gvt	"Sitrep198 30Oct"	8	Nzerekore	ADM1
17878	GN	Guinea	Yomou	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	42	Yomou	ADM2
17879	GN	Guinea	Dubreka	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	24	Dubreka	ADM2
17880	GN	Guinea	Forécariah	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	0		
17881	GN	Guinea	Kerouane	"Suspected cases"	5	41942	Gvt	"Sitrep198 30Oct"	19	Kerouane	ADM2
17882	GN	Guinea	Coyah	"Suspected cases"	3	41942	Gvt	"Sitrep198 30Oct"	23	Coyah	ADM2
17883	GN	Guinea	Dalaba	"Suspected cases"	2	41942	Gvt	"Sitrep198 30Oct"	34	Dalaba	ADM2
17884	GN	Guinea	Beyla	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	37	Beyla	ADM2
17885	GN	Guinea	Kindia	"Suspected cases"	1	41942	Gvt	"Sitrep198 30Oct"	5	Kindia	ADM1
17886	GN	Guinea	Lola	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	39	Lola	ADM2
17887	GN	Guinea	Boke	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	1	Boke	ADM1
17888	GN	Guinea	Mamou	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	7	Mamou	ADM1
17889	GN	Guinea	Faranah	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	3	Faranah	ADM1
17890	GN	Guinea	Kankan	"Suspected cases"	0	41942	Gvt	"Sitrep198 30Oct"	4	Kankan	ADM1
17891	GN	Guinea	National	"Probable cases"	204	41942	Gvt	"Sitrep198 30Oct"	0		
17892	GN	Guinea	Conakry	"Probable cases"	12	41942	Gvt	"Sitrep198 30Oct"	2	Conakry	ADM1
17893	GN	Guinea	Gueckedou	"Probable cases"	112	41942	Gvt	"Sitrep198 30Oct"	38	Gueckedou	ADM2
17894	GN	Guinea	Macenta	"Probable cases"	19	41942	Gvt	"Sitrep198 30Oct"	40	Macenta	ADM2
17895	GN	Guinea	Dabola	"Probable cases"	3	41942	Gvt	"Sitrep198 30Oct"	14	Dabola	ADM2
17896	GN	Guinea	Kissidougou	"Probable cases"	5	41942	Gvt	"Sitrep198 30Oct"	17	Kissidougou	ADM2
17897	GN	Guinea	Dinguiraye	"Probable cases"	1	41942	Gvt	"Sitrep198 30Oct"	15	Dinguiraye	ADM2
17898	GN	Guinea	Telimele	"Probable cases"	3	41942	Gvt	"Sitrep198 30Oct"	28	Telimele	ADM2
17899	GN	Guinea	Boffa	"Probable cases"	5	41942	Gvt	"Sitrep198 30Oct"	9	Boffa	ADM2
17900	GN	Guinea	Kouroussa	"Probable cases"	2	41942	Gvt	"Sitrep198 30Oct"	20	Kouroussa	ADM2
17901	GN	Guinea	Siguiri	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	22	Siguiri	ADM2
17902	GN	Guinea	Pita	"Probable cases"	1	41942	Gvt	"Sitrep198 30Oct"	36	Pita	ADM2
17903	GN	Guinea	Nzerekore	"Probable cases"	38	41942	Gvt	"Sitrep198 30Oct"	8	Nzerekore	ADM1
17904	GN	Guinea	Yomou	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	42	Yomou	ADM2
17905	GN	Guinea	Dubreka	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	24	Dubreka	ADM2
17906	GN	Guinea	Forécariah	"Probable cases"	2	41942	Gvt	"Sitrep198 30Oct"	0		
17907	GN	Guinea	Kerouane	"Probable cases"	1	41942	Gvt	"Sitrep198 30Oct"	19	Kerouane	ADM2
17908	GN	Guinea	Coyah	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	23	Coyah	ADM2
17909	GN	Guinea	Dalaba	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	34	Dalaba	ADM2
17910	GN	Guinea	Beyla	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	37	Beyla	ADM2
17911	GN	Guinea	Kindia	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	5	Kindia	ADM1
17912	GN	Guinea	Lola	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	39	Lola	ADM2
17913	GN	Guinea	Boke	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	1	Boke	ADM1
17914	GN	Guinea	Mamou	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	7	Mamou	ADM1
17915	GN	Guinea	Faranah	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	3	Faranah	ADM1
17916	GN	Guinea	Kankan	"Probable cases"	0	41942	Gvt	"Sitrep198 30Oct"	4	Kankan	ADM1
17917	GN	Guinea	National	"Confirmed cases"	1415	41942	Gvt	"Sitrep198 30Oct"	0		
17918	GN	Guinea	Conakry	"Confirmed cases"	217	41942	Gvt	"Sitrep198 30Oct"	2	Conakry	ADM1
17919	GN	Guinea	Gueckedou	"Confirmed cases"	253	41942	Gvt	"Sitrep198 30Oct"	38	Gueckedou	ADM2
17920	GN	Guinea	Macenta	"Confirmed cases"	549	41942	Gvt	"Sitrep198 30Oct"	40	Macenta	ADM2
17921	GN	Guinea	Dabola	"Confirmed cases"	2	41942	Gvt	"Sitrep198 30Oct"	14	Dabola	ADM2
17922	GN	Guinea	Kissidougou	"Confirmed cases"	5	41942	Gvt	"Sitrep198 30Oct"	17	Kissidougou	ADM2
17923	GN	Guinea	Dinguiraye	"Confirmed cases"	0	41942	Gvt	"Sitrep198 30Oct"	15	Dinguiraye	ADM2
17924	GN	Guinea	Telimele	"Confirmed cases"	23	41942	Gvt	"Sitrep198 30Oct"	28	Telimele	ADM2
17925	GN	Guinea	Boffa	"Confirmed cases"	19	41942	Gvt	"Sitrep198 30Oct"	9	Boffa	ADM2
17926	GN	Guinea	Kouroussa	"Confirmed cases"	2	41942	Gvt	"Sitrep198 30Oct"	20	Kouroussa	ADM2
17927	GN	Guinea	Siguiri	"Confirmed cases"	9	41942	Gvt	"Sitrep198 30Oct"	22	Siguiri	ADM2
17928	GN	Guinea	Pita	"Confirmed cases"	7	41942	Gvt	"Sitrep198 30Oct"	36	Pita	ADM2
17929	GN	Guinea	Nzerekore	"Confirmed cases"	96	41942	Gvt	"Sitrep198 30Oct"	8	Nzerekore	ADM1
17930	GN	Guinea	Yomou	"Confirmed cases"	11	41942	Gvt	"Sitrep198 30Oct"	42	Yomou	ADM2
17931	GN	Guinea	Dubreka	"Confirmed cases"	21	41942	Gvt	"Sitrep198 30Oct"	24	Dubreka	ADM2
17932	GN	Guinea	Forécariah	"Confirmed cases"	14	41942	Gvt	"Sitrep198 30Oct"	0		
17933	GN	Guinea	Kerouane	"Confirmed cases"	87	41942	Gvt	"Sitrep198 30Oct"	19	Kerouane	ADM2
17934	GN	Guinea	Coyah	"Confirmed cases"	52	41942	Gvt	"Sitrep198 30Oct"	23	Coyah	ADM2
17935	GN	Guinea	Dalaba	"Confirmed cases"	9	41942	Gvt	"Sitrep198 30Oct"	34	Dalaba	ADM2
17936	GN	Guinea	Beyla	"Confirmed cases"	16	41942	Gvt	"Sitrep198 30Oct"	37	Beyla	ADM2
17937	GN	Guinea	Kindia	"Confirmed cases"	4	41942	Gvt	"Sitrep198 30Oct"	5	Kindia	ADM1
17938	GN	Guinea	Lola	"Confirmed cases"	15	41942	Gvt	"Sitrep198 30Oct"	39	Lola	ADM2
17939	GN	Guinea	Boke	"Confirmed cases"	1	41942	Gvt	"Sitrep198 30Oct"	1	Boke	ADM1
17940	GN	Guinea	Mamou	"Confirmed cases"	0	41942	Gvt	"Sitrep198 30Oct"	7	Mamou	ADM1
17941	GN	Guinea	Faranah	"Confirmed cases"	1	41942	Gvt	"Sitrep198 30Oct"	3	Faranah	ADM1
17942	GN	Guinea	Kankan	"Confirmed cases"	2	41942	Gvt	"Sitrep198 30Oct"	4	Kankan	ADM1
17943	GN	Guinea	National	Cases	1675	41942	Gvt	"Sitrep198 30Oct"	0		
17944	GN	Guinea	Conakry	Cases	244	41942	Gvt	"Sitrep198 30Oct"	2	Conakry	ADM1
17945	GN	Guinea	Gueckedou	Cases	365	41942	Gvt	"Sitrep198 30Oct"	38	Gueckedou	ADM2
17946	GN	Guinea	Macenta	Cases	587	41942	Gvt	"Sitrep198 30Oct"	40	Macenta	ADM2
17947	GN	Guinea	Dabola	Cases	5	41942	Gvt	"Sitrep198 30Oct"	14	Dabola	ADM2
17948	GN	Guinea	Kissidougou	Cases	10	41942	Gvt	"Sitrep198 30Oct"	17	Kissidougou	ADM2
17949	GN	Guinea	Dinguiraye	Cases	1	41942	Gvt	"Sitrep198 30Oct"	15	Dinguiraye	ADM2
17950	GN	Guinea	Telimele	Cases	26	41942	Gvt	"Sitrep198 30Oct"	28	Telimele	ADM2
17951	GN	Guinea	Boffa	Cases	26	41942	Gvt	"Sitrep198 30Oct"	9	Boffa	ADM2
17952	GN	Guinea	Kouroussa	Cases	4	41942	Gvt	"Sitrep198 30Oct"	20	Kouroussa	ADM2
17953	GN	Guinea	Siguiri	Cases	11	41942	Gvt	"Sitrep198 30Oct"	22	Siguiri	ADM2
17954	GN	Guinea	Pita	Cases	8	41942	Gvt	"Sitrep198 30Oct"	36	Pita	ADM2
17955	GN	Guinea	Nzerekore	Cases	141	41942	Gvt	"Sitrep198 30Oct"	8	Nzerekore	ADM1
17956	GN	Guinea	Yomou	Cases	11	41942	Gvt	"Sitrep198 30Oct"	42	Yomou	ADM2
17957	GN	Guinea	Dubreka	Cases	21	41942	Gvt	"Sitrep198 30Oct"	24	Dubreka	ADM2
17958	GN	Guinea	Forécariah	Cases	16	41942	Gvt	"Sitrep198 30Oct"	0		
17959	GN	Guinea	Kerouane	Cases	93	41942	Gvt	"Sitrep198 30Oct"	19	Kerouane	ADM2
17960	GN	Guinea	Coyah	Cases	55	41942	Gvt	"Sitrep198 30Oct"	23	Coyah	ADM2
17961	GN	Guinea	Dalaba	Cases	11	41942	Gvt	"Sitrep198 30Oct"	34	Dalaba	ADM2
17962	GN	Guinea	Beyla	Cases	16	41942	Gvt	"Sitrep198 30Oct"	37	Beyla	ADM2
17963	GN	Guinea	Kindia	Cases	5	41942	Gvt	"Sitrep198 30Oct"	5	Kindia	ADM1
17964	GN	Guinea	Lola	Cases	15	41942	Gvt	"Sitrep198 30Oct"	39	Lola	ADM2
17965	GN	Guinea	Boke	Cases	1	41942	Gvt	"Sitrep198 30Oct"	1	Boke	ADM1
17966	GN	Guinea	Mamou	Cases	0	41942	Gvt	"Sitrep198 30Oct"	7	Mamou	ADM1
17967	GN	Guinea	Faranah	Cases	1	41942	Gvt	"Sitrep198 30Oct"	3	Faranah	ADM1
17968	GN	Guinea	Kankan	Cases	2	41942	Gvt	"Sitrep198 30Oct"	4	Kankan	ADM1
17969	GN	Guinea	National	Deaths	1022	41942	Gvt	"Sitrep198 30Oct"	0		
17970	GN	Guinea	Conakry	Deaths	98	41942	Gvt	"Sitrep198 30Oct"	2	Conakry	ADM1
17971	GN	Guinea	Gueckedou	Deaths	306	41942	Gvt	"Sitrep198 30Oct"	38	Gueckedou	ADM2
17972	GN	Guinea	Macenta	Deaths	355	41942	Gvt	"Sitrep198 30Oct"	40	Macenta	ADM2
17973	GN	Guinea	Dabola	Deaths	5	41942	Gvt	"Sitrep198 30Oct"	14	Dabola	ADM2
17974	GN	Guinea	Kissidougou	Deaths	9	41942	Gvt	"Sitrep198 30Oct"	17	Kissidougou	ADM2
17975	GN	Guinea	Dinguiraye	Deaths	1	41942	Gvt	"Sitrep198 30Oct"	15	Dinguiraye	ADM2
17976	GN	Guinea	Telimele	Deaths	10	41942	Gvt	"Sitrep198 30Oct"	28	Telimele	ADM2
17977	GN	Guinea	Boffa	Deaths	16	41942	Gvt	"Sitrep198 30Oct"	9	Boffa	ADM2
17978	GN	Guinea	Kouroussa	Deaths	4	41942	Gvt	"Sitrep198 30Oct"	20	Kouroussa	ADM2
17979	GN	Guinea	Siguiri	Deaths	5	41942	Gvt	"Sitrep198 30Oct"	22	Siguiri	ADM2
17980	GN	Guinea	Pita	Deaths	4	41942	Gvt	"Sitrep198 30Oct"	36	Pita	ADM2
17981	GN	Guinea	Nzerekore	Deaths	94	41942	Gvt	"Sitrep198 30Oct"	8	Nzerekore	ADM1
17982	GN	Guinea	Yomou	Deaths	6	41942	Gvt	"Sitrep198 30Oct"	42	Yomou	ADM2
17983	GN	Guinea	Dubreka	Deaths	7	41942	Gvt	"Sitrep198 30Oct"	24	Dubreka	ADM2
17984	GN	Guinea	Forécariah	Deaths	12	41942	Gvt	"Sitrep198 30Oct"	0		
17985	GN	Guinea	Kerouane	Deaths	41	41942	Gvt	"Sitrep198 30Oct"	19	Kerouane	ADM2
17986	GN	Guinea	Coyah	Deaths	22	41942	Gvt	"Sitrep198 30Oct"	23	Coyah	ADM2
17987	GN	Guinea	Dalaba	Deaths	2	41942	Gvt	"Sitrep198 30Oct"	34	Dalaba	ADM2
17988	GN	Guinea	Beyla	Deaths	13	41942	Gvt	"Sitrep198 30Oct"	37	Beyla	ADM2
17989	GN	Guinea	Kindia	Deaths	0	41942	Gvt	"Sitrep198 30Oct"	5	Kindia	ADM1
17990	GN	Guinea	Lola	Deaths	11	41942	Gvt	"Sitrep198 30Oct"	39	Lola	ADM2
17991	GN	Guinea	Boke	Deaths	0	41942	Gvt	"Sitrep198 30Oct"	1	Boke	ADM1
17992	GN	Guinea	Mamou	Deaths	0	41942	Gvt	"Sitrep198 30Oct"	7	Mamou	ADM1
17993	GN	Guinea	Faranah	Deaths	1	41942	Gvt	"Sitrep198 30Oct"	3	Faranah	ADM1
17994	GN	Guinea	Kankan	Deaths	0	41942	Gvt	"Sitrep198 30Oct"	4	Kankan	ADM1
17995	GN	Guinea	National	"New cases"	10	41943	Gvt	"Sitrep199 31Oct"	0		
17996	GN	Guinea	Conakry	"New cases"	2	41943	Gvt	"Sitrep199 31Oct"	2	Conakry	ADM1
17997	GN	Guinea	Gueckedou	"New cases"	1	41943	Gvt	"Sitrep199 31Oct"	38	Gueckedou	ADM2
17998	GN	Guinea	Macenta	"New cases"	3	41943	Gvt	"Sitrep199 31Oct"	40	Macenta	ADM2
17999	GN	Guinea	Dabola	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	14	Dabola	ADM2
18000	GN	Guinea	Kissidougou	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	17	Kissidougou	ADM2
18001	GN	Guinea	Dinguiraye	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	15	Dinguiraye	ADM2
18002	GN	Guinea	Telimele	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	28	Telimele	ADM2
18003	GN	Guinea	Boffa	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	9	Boffa	ADM2
18004	GN	Guinea	Kouroussa	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	20	Kouroussa	ADM2
18005	GN	Guinea	Siguiri	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	22	Siguiri	ADM2
18006	GN	Guinea	Pita	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	36	Pita	ADM2
18007	GN	Guinea	Nzerekore	"New cases"	1	41943	Gvt	"Sitrep199 31Oct"	8	Nzerekore	ADM1
18008	GN	Guinea	Yomou	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	42	Yomou	ADM2
18009	GN	Guinea	Dubreka	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	24	Dubreka	ADM2
18010	GN	Guinea	Forécariah	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	0		
18011	GN	Guinea	Kerouane	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	19	Kerouane	ADM2
18012	GN	Guinea	Coyah	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	23	Coyah	ADM2
18013	GN	Guinea	Dalaba	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	34	Dalaba	ADM2
18014	GN	Guinea	Beyla	"New cases"	3	41943	Gvt	"Sitrep199 31Oct"	37	Beyla	ADM2
18015	GN	Guinea	Kindia	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	5	Kindia	ADM1
18016	GN	Guinea	Lola	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	39	Lola	ADM2
18017	GN	Guinea	Boke	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	1	Boke	ADM1
18018	GN	Guinea	Mamou	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	7	Mamou	ADM1
18019	GN	Guinea	Faranah	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	3	Faranah	ADM1
18020	GN	Guinea	Kankan	"New cases"	0	41943	Gvt	"Sitrep199 31Oct"	4	Kankan	ADM1
18021	GN	Guinea	National	"Suspected cases"	60	41943	Gvt	"Sitrep199 31Oct"	0		
18022	GN	Guinea	Conakry	"Suspected cases"	16	41943	Gvt	"Sitrep199 31Oct"	2	Conakry	ADM1
18023	GN	Guinea	Gueckedou	"Suspected cases"	1	41943	Gvt	"Sitrep199 31Oct"	38	Gueckedou	ADM2
18024	GN	Guinea	Macenta	"Suspected cases"	21	41943	Gvt	"Sitrep199 31Oct"	40	Macenta	ADM2
18025	GN	Guinea	Dabola	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	14	Dabola	ADM2
18026	GN	Guinea	Kissidougou	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	17	Kissidougou	ADM2
18027	GN	Guinea	Dinguiraye	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	15	Dinguiraye	ADM2
18028	GN	Guinea	Telimele	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	28	Telimele	ADM2
18029	GN	Guinea	Boffa	"Suspected cases"	2	41943	Gvt	"Sitrep199 31Oct"	9	Boffa	ADM2
18030	GN	Guinea	Kouroussa	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	20	Kouroussa	ADM2
18031	GN	Guinea	Siguiri	"Suspected cases"	2	41943	Gvt	"Sitrep199 31Oct"	22	Siguiri	ADM2
18032	GN	Guinea	Pita	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	36	Pita	ADM2
18033	GN	Guinea	Nzerekore	"Suspected cases"	7	41943	Gvt	"Sitrep199 31Oct"	8	Nzerekore	ADM1
18034	GN	Guinea	Yomou	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	42	Yomou	ADM2
18035	GN	Guinea	Dubreka	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	24	Dubreka	ADM2
18036	GN	Guinea	Forécariah	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	0		
18037	GN	Guinea	Kerouane	"Suspected cases"	5	41943	Gvt	"Sitrep199 31Oct"	19	Kerouane	ADM2
18038	GN	Guinea	Coyah	"Suspected cases"	3	41943	Gvt	"Sitrep199 31Oct"	23	Coyah	ADM2
18039	GN	Guinea	Dalaba	"Suspected cases"	2	41943	Gvt	"Sitrep199 31Oct"	34	Dalaba	ADM2
18040	GN	Guinea	Beyla	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	37	Beyla	ADM2
18041	GN	Guinea	Kindia	"Suspected cases"	1	41943	Gvt	"Sitrep199 31Oct"	5	Kindia	ADM1
18042	GN	Guinea	Lola	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	39	Lola	ADM2
18043	GN	Guinea	Boke	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	1	Boke	ADM1
18044	GN	Guinea	Mamou	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	7	Mamou	ADM1
18045	GN	Guinea	Faranah	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	3	Faranah	ADM1
18046	GN	Guinea	Kankan	"Suspected cases"	0	41943	Gvt	"Sitrep199 31Oct"	4	Kankan	ADM1
18047	GN	Guinea	National	"Probable cases"	204	41943	Gvt	"Sitrep199 31Oct"	0		
18048	GN	Guinea	Conakry	"Probable cases"	12	41943	Gvt	"Sitrep199 31Oct"	2	Conakry	ADM1
18049	GN	Guinea	Gueckedou	"Probable cases"	112	41943	Gvt	"Sitrep199 31Oct"	38	Gueckedou	ADM2
18050	GN	Guinea	Macenta	"Probable cases"	19	41943	Gvt	"Sitrep199 31Oct"	40	Macenta	ADM2
18051	GN	Guinea	Dabola	"Probable cases"	3	41943	Gvt	"Sitrep199 31Oct"	14	Dabola	ADM2
18052	GN	Guinea	Kissidougou	"Probable cases"	5	41943	Gvt	"Sitrep199 31Oct"	17	Kissidougou	ADM2
18053	GN	Guinea	Dinguiraye	"Probable cases"	1	41943	Gvt	"Sitrep199 31Oct"	15	Dinguiraye	ADM2
18054	GN	Guinea	Telimele	"Probable cases"	3	41943	Gvt	"Sitrep199 31Oct"	28	Telimele	ADM2
18055	GN	Guinea	Boffa	"Probable cases"	5	41943	Gvt	"Sitrep199 31Oct"	9	Boffa	ADM2
18056	GN	Guinea	Kouroussa	"Probable cases"	2	41943	Gvt	"Sitrep199 31Oct"	20	Kouroussa	ADM2
18057	GN	Guinea	Siguiri	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	22	Siguiri	ADM2
18058	GN	Guinea	Pita	"Probable cases"	1	41943	Gvt	"Sitrep199 31Oct"	36	Pita	ADM2
18059	GN	Guinea	Nzerekore	"Probable cases"	38	41943	Gvt	"Sitrep199 31Oct"	8	Nzerekore	ADM1
18060	GN	Guinea	Yomou	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	42	Yomou	ADM2
18061	GN	Guinea	Dubreka	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	24	Dubreka	ADM2
18062	GN	Guinea	Forécariah	"Probable cases"	2	41943	Gvt	"Sitrep199 31Oct"	0		
18063	GN	Guinea	Kerouane	"Probable cases"	1	41943	Gvt	"Sitrep199 31Oct"	19	Kerouane	ADM2
18064	GN	Guinea	Coyah	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	23	Coyah	ADM2
18065	GN	Guinea	Dalaba	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	34	Dalaba	ADM2
18066	GN	Guinea	Beyla	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	37	Beyla	ADM2
18067	GN	Guinea	Kindia	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	5	Kindia	ADM1
18068	GN	Guinea	Lola	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	39	Lola	ADM2
18069	GN	Guinea	Boke	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	1	Boke	ADM1
18070	GN	Guinea	Mamou	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	7	Mamou	ADM1
18071	GN	Guinea	Faranah	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	3	Faranah	ADM1
18072	GN	Guinea	Kankan	"Probable cases"	0	41943	Gvt	"Sitrep199 31Oct"	4	Kankan	ADM1
18073	GN	Guinea	National	"Confirmed cases"	1424	41943	Gvt	"Sitrep199 31Oct"	0		
18074	GN	Guinea	Conakry	"Confirmed cases"	220	41943	Gvt	"Sitrep199 31Oct"	2	Conakry	ADM1
18075	GN	Guinea	Gueckedou	"Confirmed cases"	253	41943	Gvt	"Sitrep199 31Oct"	38	Gueckedou	ADM2
18076	GN	Guinea	Macenta	"Confirmed cases"	550	41943	Gvt	"Sitrep199 31Oct"	40	Macenta	ADM2
18077	GN	Guinea	Dabola	"Confirmed cases"	2	41943	Gvt	"Sitrep199 31Oct"	14	Dabola	ADM2
18078	GN	Guinea	Kissidougou	"Confirmed cases"	5	41943	Gvt	"Sitrep199 31Oct"	17	Kissidougou	ADM2
18079	GN	Guinea	Dinguiraye	"Confirmed cases"	0	41943	Gvt	"Sitrep199 31Oct"	15	Dinguiraye	ADM2
18080	GN	Guinea	Telimele	"Confirmed cases"	23	41943	Gvt	"Sitrep199 31Oct"	28	Telimele	ADM2
18081	GN	Guinea	Boffa	"Confirmed cases"	19	41943	Gvt	"Sitrep199 31Oct"	9	Boffa	ADM2
18082	GN	Guinea	Kouroussa	"Confirmed cases"	2	41943	Gvt	"Sitrep199 31Oct"	20	Kouroussa	ADM2
18083	GN	Guinea	Siguiri	"Confirmed cases"	9	41943	Gvt	"Sitrep199 31Oct"	22	Siguiri	ADM2
18084	GN	Guinea	Pita	"Confirmed cases"	7	41943	Gvt	"Sitrep199 31Oct"	36	Pita	ADM2
18085	GN	Guinea	Nzerekore	"Confirmed cases"	97	41943	Gvt	"Sitrep199 31Oct"	8	Nzerekore	ADM1
18086	GN	Guinea	Yomou	"Confirmed cases"	11	41943	Gvt	"Sitrep199 31Oct"	42	Yomou	ADM2
18087	GN	Guinea	Dubreka	"Confirmed cases"	21	41943	Gvt	"Sitrep199 31Oct"	24	Dubreka	ADM2
18088	GN	Guinea	Forécariah	"Confirmed cases"	15	41943	Gvt	"Sitrep199 31Oct"	0		
18089	GN	Guinea	Kerouane	"Confirmed cases"	87	41943	Gvt	"Sitrep199 31Oct"	19	Kerouane	ADM2
18090	GN	Guinea	Coyah	"Confirmed cases"	52	41943	Gvt	"Sitrep199 31Oct"	23	Coyah	ADM2
18091	GN	Guinea	Dalaba	"Confirmed cases"	9	41943	Gvt	"Sitrep199 31Oct"	34	Dalaba	ADM2
18092	GN	Guinea	Beyla	"Confirmed cases"	16	41943	Gvt	"Sitrep199 31Oct"	37	Beyla	ADM2
18093	GN	Guinea	Kindia	"Confirmed cases"	7	41943	Gvt	"Sitrep199 31Oct"	5	Kindia	ADM1
18094	GN	Guinea	Lola	"Confirmed cases"	15	41943	Gvt	"Sitrep199 31Oct"	39	Lola	ADM2
18095	GN	Guinea	Boke	"Confirmed cases"	1	41943	Gvt	"Sitrep199 31Oct"	1	Boke	ADM1
18096	GN	Guinea	Mamou	"Confirmed cases"	0	41943	Gvt	"Sitrep199 31Oct"	7	Mamou	ADM1
18097	GN	Guinea	Faranah	"Confirmed cases"	1	41943	Gvt	"Sitrep199 31Oct"	3	Faranah	ADM1
