Destination Country,Donor,Recipient Organization,Emergency title,Response Plan/Appeal title,Project code,Emergency year,USD committed/contributed,USD pledged,Description,IASC Standard Sector,Original currency amount,Original currency unit,Decision date,Contribution status,Reported by
Region,World Food Programme,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"-4,675,724",0,Balancing entry for fund allocation 221040,HEALTH,,USD,11/12/14,Paid contribution,Donor
Region,World Food Programme,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"-4,000,000",0,Balancing entry for fund allocation 220579,HEALTH,,USD,11/7/14,Paid contribution,Donor
Region,World Food Programme,Ebola Response Multi-Partner Trust Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71642/16815,2014,"-11,052,470",0,Balancing entry for fund allocation 221046,HEALTH,,USD,11/12/14,Paid contribution,Donor
Senegal,Bill and Melinda Gates Foundation,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"54,000",0,(Senegal) to provide critical emergency support to populations affected by the Ebola Virus Disease Outbreak in West Africa (through US Fund for UNICEF),HEALTH,,USD,9/10/14,Paid contribution,Donor and Agency
Senegal,Canada,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"13,441",0,(Senegal) Senegal - IFRC Emergency Appeal,HEALTH,"15,000",CAD,10/3/14,Commitment,Donor
Senegal,Denmark,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"162,000",0,(Senegal) Response to Ebola outbreak,HEALTH,"949,320",DKK,10/31/14,Paid contribution,Agency
Senegal,Luxembourg,Luxembourg Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"19,763",0,(Senegal) Regional programme for Ebola preparedness (AH/CR/2014/0010),HEALTH,"15,000",EUR,9/29/14,Commitment,Donor
Senegal,Private (individuals & organisations),British Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"35,000",0,(Senegal) IAMGOLD gives $35k to British Red Cross,HEALTH,,USD,9/22/14,Paid contribution,Donor
Senegal,Sweden,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"200,000",0,(Senegal) Response to Ebola outbreak,HEALTH,"1,504,000",SEK,10/6/14,Paid contribution,Donor and Agency
Sierra Leone,African Development Bank,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"1,000,000",0,(Sierra Leone) WHO - Ebola Virus Diseases Outbreak response in west Africa,HEALTH,,USD,9/19/14,Paid contribution,Donor and Agency
Sierra Leone,Allocation of unearmarked funds by UNICEF,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"45,900",0,(Sierra Leone) Ebola Response (through UNICEF/India),HEALTH,,USD,10/16/14,Paid contribution,Agency
Sierra Leone,Allocation of unearmarked funds by UNICEF,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"29,970",0,(Sierra Leone) Response to Ebola outbreak (through UNICEF/Sierra Leone),HEALTH,,USD,9/1/14,Paid contribution,Agency
Sierra Leone,Allocation of unearmarked funds by UNICEF,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"69,885",0,(Sierra Leone) Response to Ebola outbreak (through UNICEF/Sierra Leone),HEALTH,,USD,9/1/14,Paid contribution,Agency
Sierra Leone,Allocation of unearmarked funds by UNICEF,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"50,348",0,(Sierra Leone) Response to Ebola outbreak (through UNICEF/Sierra Leone),HEALTH,,USD,8/21/14,Paid contribution,Agency
Sierra Leone,Australia,Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,760,563",0,(Sierra Leone) Support to DFID’s establishment of front-line medical services in Sierra Leone,HEALTH,"2,000,000",AUD,10/1/14,Paid contribution,Donor
Sierra Leone,Australia,CARITAS,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"584,659",0,(Sierra Leone) To support the delivery of front-line medical services in Sierra Leone,HEALTH,"625,000",AUD,9/22/14,Commitment,Donor
Sierra Leone,Australia,World Vision International,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"584,659",0,(Sierra Leone) To support the delivery of front-line medical services in Sierra Leone,HEALTH,"625,000",AUD,9/22/14,Commitment,Donor
Sierra Leone,Bill and Melinda Gates Foundation,United Nations Office for Project Services,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/CSS/71113/5767,2014,"250,000",0,(Sierra Leone) Ebola response - to provide critical emergency support to populations affected by the Ebola Virus Disease Outbreak in Sierra Leone through the support of a National Emergency Response Operations Center,COORDINATION AND SUPPORT SERVICES,,USD,10/8/14,Paid contribution,Donor
Sierra Leone,Bill and Melinda Gates Foundation,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"864,000",0,(Sierra Leone) to provide critical emergency support to populations affected by the Ebola Virus Disease Outbreak in West Africa (through US Fund for UNICEF),HEALTH,,USD,9/10/14,Paid contribution,Donor and Agency
Sierra Leone,Brazil,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(Sierra Leone) in kind - five supply kits to Sierra Leone in an attempt to bring the ebola epidemic under control. A single kit can keep 500 people served for three months.,HEALTH,,USD,8/27/14,Paid contribution,Donor
Sierra Leone,Canada,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"2,854,839",0,(Sierra Leone) Ebola Response,HEALTH,"3,186,000",CAD,10/17/14,Paid contribution,Donor and Agency
Sierra Leone,Canada,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"50,502",0,(Sierra Leone) IFRC Emergency Appeal,HEALTH,"45,957",CHF,8/28/14,Paid contribution,Agency
Sierra Leone,Central Emergency Response Fund,World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71120/122,2014,"103,608",0,(Sierra Leone) Strengthening response to Ebola outbreak in Sierra Leone,HEALTH,,USD,6/17/14,Paid contribution,Donor and Agency
Sierra Leone,Central Emergency Response Fund,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/CSS/72256/561,2014,"1,263,228",0,(Sierra Leone) Special Operation (200760) Provision of Humanitarian Air Services in response to the Ebola Virus Disease Outbreak in West Africa,COORDINATION AND SUPPORT SERVICES,,USD,9/3/14,Paid contribution,Donor and Agency
Sierra Leone,Central Emergency Response Fund,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"131,248",0,(Sierra Leone) Strengthening response to Ebola outbreak in Sierra Leone,HEALTH,,USD,6/18/14,Paid contribution,Donor and Agency
Sierra Leone,Central Emergency Response Fund,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/F/71114/561,2014,"2,999,515",0,(Sierra Leone) Food support to populations affected by the Ebola Outbreak,FOOD,,USD,9/23/14,Paid contribution,Donor and Agency
Sierra Leone,China,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,620,220",0,(Sierra Leone) Emergency Humanitarian Anti-Ebola Medical Materials (part of three batches - total of $41 mn),HEALTH,"10,000,000",CNY,8/11/14,Paid contribution,Donor
Sierra Leone,Cuba,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(Sierra Leone) 165-member Cuban health team,HEALTH,,USD,9/15/14,Paid contribution,Donor
Sierra Leone,Denmark,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,"5,100,000",(Sierra Leone) establishment of a base camp and training facilities in Sierra Leone and support for awareness raising activities,HEALTH,,USD,10/29/14,Pledge,Donor
Sierra Leone,Denmark,Médecins sans Frontières,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71118/5081,2014,"182,249",0,"(Sierra Leone) Establishment of isolation units, training of hospital crew, psychological aid for affected patients, families and local community, monitor and respond to new outbreaks, awareness campaigns (46.H.7-7-141)",HEALTH,"1,000,000",DKK,7/16/14,Commitment,Donor
Sierra Leone,Ebola Response Multi-Partner Trust Fund,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/CSS/72256/561,2014,"167,547",0,(Sierra Leone) Ebola response - Communication (SO2 TREAT the infected),COORDINATION AND SUPPORT SERVICES,,USD,11/12/14,Paid contribution,Donor
Sierra Leone,Ebola Response Multi-Partner Trust Fund,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/CSS/72256/561,2014,"2,687,375",0,(Sierra Leone) Ebola response - Establishment of Ebola treatment units (SO2 TREAT the infected),COORDINATION AND SUPPORT SERVICES,,USD,11/12/14,Paid contribution,Donor
Sierra Leone,Ebola Response Multi-Partner Trust Fund,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/CSS/72256/561,2014,"11,052,470",0,(Sierra Leone) Ebola response - Transport of essential items (SO2 TREAT the infected),COORDINATION AND SUPPORT SERVICES,,USD,11/12/14,Paid contribution,Donor
Sierra Leone,Ebola Response Multi-Partner Trust Fund,World Food Programme,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/CSS/72256/561,2014,"4,675,724",0,(Sierra Leone) Ebola response - UNHAS (SO2 TREAT the infected),COORDINATION AND SUPPORT SERVICES,,USD,11/12/14,Paid contribution,Donor
Sierra Leone,EcoBank,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"50,000",0,"(SIERRA LEONE) Ecobank donated LE225.000.000 (USD 50.000) in assistance to Sierra Leone and urged sister banking institutions and other corporate bodies to do the same, as an association. The bank is in the process of extending its assistance to Guinea and Liberia as well.",HEALTH,,USD,9/17/14,Paid contribution,Donor
Sierra Leone,European Commission's Humanitarian Aid and Civil Protection Department,International Medical Corps UK,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,778,907",0,(Sierra Leone) Emergency Intervention to Manage Ebola Virus Disease (EVD) Cases in Sierra Leone and Liberia (ECHO/-WF/EDF/2014/02003),HEALTH,"1,400,000",EUR,10/3/14,Commitment,Donor
Sierra Leone,European Commission's Humanitarian Aid and Civil Protection Department,International Rescue Committee,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,513,241",0,(Sierra Leone) Ensuring Primary Health Care in the Sierra Leone Ebola Outbreak (ECHO/-WF/EDF/2014/02008),SECTOR NOT YET SPECIFIED,"1,200,000",EUR,11/7/14,Commitment,Donor
Sierra Leone,European Commission's Humanitarian Aid and Civil Protection Department,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"1,270,648",0,(Sierra Leone) West Africa Ebola Outbreak (ECHO/-WF/EDF/2014/02006),HEALTH,"1,000,000",EUR,10/13/14,Commitment,Donor
Sierra Leone,Germany,Deutsche Welthungerhilfe e.V. (German Agro Action),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"260,870",0,(Sierra Leone) Food aid and Ebola treatment / prevention in Sierra Leone (VN05 321.50 SLE 02/14),SECTOR NOT YET SPECIFIED,"198,000",EUR,9/12/14,Commitment,Donor
Sierra Leone,Germany,Technisches Hilfswerk (THW),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,241,804",0,"(Sierra Leone) Technical and Logistical support in the Ebola crisis in West Africa in Ebola infection Area WestAfrica (Guinea, Sierra Leone, Liberia) (VN05 321.50 SLE 05/14)",COORDINATION AND SUPPORT SERVICES,"977,300",EUR,10/10/14,Commitment,Donor
Sierra Leone,Germany,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"3,240,000",0,(Sierra Leone) Ebola Response,HEALTH,"2,549,880",EUR,11/4/14,Paid contribution,Donor and Agency
Sierra Leone,Germany,German Doctors e.V.,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"308,351",0,"(Sierra Leone) Ebola emergency measures, epidemic control and maintenance of health care in the catchmentarea of the Catholic community hospital Serabu (VN05 321.50 SLE 04/14)",HEALTH,"242,672",EUR,10/22/14,Commitment,Donor
Sierra Leone,Germany,Private (individuals & organisations),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"56,814",0,(Sierra Leone) Education of the population in 13 districts in Sierra Leone to Ebola (VN05 321.50 SLE 03/14) (through Botschaft Bamako),HEALTH,"43,122",EUR,9/10/14,Commitment,Donor
Sierra Leone,Germany,Médecins sans Frontières,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71118/5081,2014,"668,449",0,(Sierra Leone) Emergency medical assistance during an outbreak of hemorrhagic fever in West Africa (VN05 321.50 SLE 01/14),HEALTH,"500,000",EUR,8/19/14,Commitment,Donor
Sierra Leone,Ireland,Concern Worldwide,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"68,027",0,(Sierra Leone) To save lives and alleviate suffering - Mitigating the spread of Ebola through community sensitisation and health and hygiene awareness (Concern erfs),HEALTH,"50,000",EUR,6/5/14,Commitment,Donor
Sierra Leone,Ireland,World Vision International,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"54,348",0,(Sierra Leone) To save lives and alleviate suffering (World Vision erfs),HEALTH,"40,000",EUR,7/21/14,Commitment,Donor
Sierra Leone,Ireland,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"838,628",0,(Sierra Leone) Emergency Nutrition Interventions,HEALTH,"660,000",EUR,9/25/14,Paid contribution,Donor and Agency
Sierra Leone,Ireland,International Rescue Committee,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"131,752",0,"(Sierra Leone) Emergency Response to Ebola Outbreak in Kono and Kenema Districts, Sierra Leone",HEALTH,"100,000",EUR,7/31/14,Commitment,Donor
Sierra Leone,Ireland,GOAL,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"108,696",0,(Sierra Leone)To save lives and alleviate suffering - reducing the spread of Ebola and supporting survivors and dependents in Sierra Leone (Goal erfs),HEALTH,"80,000",EUR,7/21/14,Commitment,Donor
Sierra Leone,Israel,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,"(Sierra Leone) (in-kind) fully equipped emergency anti-Ebola medical clinic, including hospital beds, isolation kits, protective clothing for medical staff, and specialist staff to operate clinics and train local health workers",HEALTH,,USD,10/14/14,Pledge,Donor
Sierra Leone,Italy,NGOs (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"26,350",0,"(Sierra Leone) In-kind - Italian Development Cooperation has financed the transport of medical supplies (amuchine, surgical instruments, personal protective equipment, not surgical gowns and surgical gowns, masks, aprons, disinfectant wipes boxes, gloves, inflatable mattresses, needles, pain killer boxes, syrings, protective glasses, face visors, laringoscope plastic bladders, ultrasound gel, betadine solution, physiological saline solution, rubber boots) to Sierra Leone in favour of two Italian NGO’s (ENGIM and EMERGENCY) to support population affected by Ebola Virus",HEALTH,"20,000",EUR,9/29/14,Commitment,Donor
Sierra Leone,Italy,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"1,261,034",0,"(Sierra Leone) Multilateral contribution to the IFRC emergency appeal called “Sierra Leone: Ebola Virus Disease” to contribute to the reduction of mortality and morbidity related to the Ebola Virus Disease in Sierra Leone through community awareness and social mobilisation, contact tracing and surveillance, provision of psychosocial support, safe and dignified burials, treatment of affected people in the Ebola Treatment Centre in Kenema",HEALTH,"1,000,000",EUR,11/13/14,Commitment,Donor
Sierra Leone,Italy,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"1,261,034",0,"(Sierra Leone) Multilateral contribution to sustain the UNICEF activities in Sierra Leone within the framework of the“Ebola Outbreak Response in West Africa” (in line with the UN inter-agency plan “UN Ebola Regional Response Strategy”) to control the outbreak, ensure the continuity of essential social services and support unaccompanied/separated/orphaned/abandoned children",HEALTH,"1,000,000",EUR,11/13/14,Commitment,Donor
Sierra Leone,Italy,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"1,581,028",0,"(Sierra Leone) Bilateral contribution: Emergency initiative implemented by NGOs’ and by the Hospital Spallanzani of Rome to assist population at risk to Ebola haemorrhagic fever through actions for the strengthening of social, health and nutrion services delivery (AID 10398)",HEALTH,"1,200,000",EUR,9/18/14,Commitment,Donor
Sierra Leone,Japan,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"2,000,000",0,(Sierra Leone) Ebola Response,HEALTH,,USD,10/7/14,Paid contribution,Donor and Agency
Sierra Leone,Japan,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"300,000",0,(Sierra Leone) (in-kind) emergency relief and medical supplies,HEALTH,,USD,8/26/14,Paid contribution,Donor
Sierra Leone,Japan,United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"100,000",0,(Sierra Leone) Awareness raising and knowledge building of general public on prevention and control of Ebola virus disease,HEALTH,"9,870,000",JPY,8/22/14,Paid contribution,Donor and Agency
Sierra Leone,Japan,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"150,000",0,(Sierra Leone) IFRC Emergency Appeal,HEALTH,"15,500,000",JPY,8/28/14,Paid contribution,Donor and Agency
Sierra Leone,"Korea, Republic of",World Health Organization,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"50,000",0,(Sierra Leone) Deployment of essential supplies to Improve Care and Outcomes for patients with Ebola Virus Disease (EVD) in Sierra Leone,HEALTH,,USD,7/31/14,Paid contribution,Agency
Sierra Leone,Mercury International,Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"56,880",0,(SIERRA LEONE) to fight against the Ebola outbreak.,HEALTH,,USD,9/23/14,Paid contribution,Donor
Sierra Leone,Netherlands,International Federation of Red Cross and Red Crescent Societies,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71122/99,2014,"133,658",0,(Sierral Leone) IFRC Emergency Appeal,HEALTH,"121,629",CHF,8/28/14,Paid contribution,Agency
Sierra Leone,Netherlands,Netherlands Red Cross,Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"187,879",0,(Sierra Leone) Ebola virus control (23833),HEALTH,"142,600",EUR,9/19/14,Commitment,Donor
Sierra Leone,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(Sierra Leone) (In-kind) International Development Enterprise Associates (SL) are the managers of the Hilton Freetown Cape Sierra Hotel Company development.They have provided washing stations for our related communities in Aberdeen Village (SL) and in the Mape Area in the Kaffu Bullom Chiefdom.,HEALTH,,USD,10/30/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"279,643",0,"(Sierra Leone) Contributions to the national Ebola response from from London Mining Company, Sierra Minerals Holdings/Vimetco, AMR Gold, Chamer of Mines, Blue Horizon (SL) Limited, Allotropes Diamond Company, Golden Saints Resrouces, SocFin Agricultural Company, Sierra Diamonds",HEALTH,,USD,9/9/14,Paid contribution,Other
Sierra Leone,Private (individuals & organisations),United Nations Children's Fund,Ebola Virus Outbreak - WEST AFRICA - April 2014,"Ebola Virus Outbreak - Overview of Needs and Requirements (inter-agency plan for Guinea, Liberia, Sierra Leone, Region) - September 2014 - February 2015",EBOLA-14/H/71109/124,2014,"45,700",0,(Sierra Leone) Response to Ebola outbreak,HEALTH,,USD,8/1/14,Paid contribution,Agency
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"143,051",0,"(Sierra Leone) Sierra Leone Brewery limited stated that Le376 million of the said amount is towards the fight against the Ebola disease, while Le257 million is towards the Wellington Health Centre Rehabilitation Project.",HEALTH,,USD,9/15/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"275,862",0,"(Sierra Leone) Kingho Investment Co. Ltd., Koidu Holdings SA, Universal Trading and Supplies, National Petroleum (NP) SL Limited, Sierra Leone Bar Association, Fawaz Building Materials, Benco Trading Ltd., Balani and Sons donated total of 1.833 billion SLL to support relief efforts.",HEALTH,,USD,8/29/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(SIERRA LEONE) (IN-KIND) Baxter donated IV fluids to Sierra Leone and Liberia,HEALTH,,USD,9/22/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(Sierra Leone) (In-kind) Sierra Leone Cement Corporation Ltd ,,,,,,
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"225,000",0,(Sierra Leone) Sierra Rutile Ltd contributes towards the government's National Ebola Emergency Account to support national and local Ebola relief efforts.,HEALTH,,USD,10/30/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"11,000",0,"(Sierra Leone) Sierra Rutile Ltd contributes to the Employee Ebola Response Fund for purchase of chlorine, buckets, and gloves for neighbourhood checkpoints",HEALTH,,USD,10/30/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Bilateral (affected government),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,"34,483",0,(Sierra Leone) Association of Sierra Leone Commercial Banks contributes to the Sierra Leone Ministry of Health and Sanitation to support relief efforts.,HEALTH,,USD,7/18/14,Paid contribution,Donor
Sierra Leone,Private (individuals & organisations),Various Recipients (details not yet provided),Ebola Virus Outbreak - WEST AFRICA - April 2014,,,2014,0,0,(Sierra Leone) (in-kind) Sierra Leone Brewing Company (Heineken) provided in-kind supplies to local communities.,,,,,,
